user_id,investment_goal_long_term_growth,investment_goal_stable_income,investment_goal_balanced_approach,investment_goal_high_risk_high_reward,investment_goal_short_term_trading,risk_tolerance,holding_period_response,holding_period_reaction_strength,expected_return_score,product_preference_equities,product_preference_government_bonds,product_preference_corporate_bonds,product_preference_municipal_bonds,product_preference_savings_bonds,product_preference_derivatives,product_preference_alternative_investments,factor_weight_investment_goals,factor_weight_risk_tolerance,factor_weight_holding_period,factor_weight_return_score,factor_weight_product_preference,factor_weight_allocation_strength
606,0.19,0.17,0.26,0.34,0.04,3.6,10.0,1.92,4.76,19.25,16.74,11.32,19.7,22.89,1.36,8.74,10.41,15.78,4.52,29.41,30.79,9.09
607,0.25,0.2,0.24,0.17,0.14,7.26,3.33,4.14,2.42,16.92,0.75,30.6,3.61,8.76,14.69,24.67,2.98,18.09,36.91,1.98,39.32,0.72
608,0.14,0.11,0.22,0.28,0.25,9.85,1.0,8.94,5.22,6.92,5.64,18.62,24.89,1.44,24.87,17.62,9.07,28.39,21.83,3.64,3.47,33.6
609,0.2,0.26,0.2,0.14,0.2,1.5,1.0,8.72,9.29,21.05,20.59,18.52,0.51,21.78,16.6,0.95,24.89,29.98,29.62,13.62,1.5,0.39
610,0.29,0.12,0.23,0.12,0.24,4.85,10.0,9.88,9.67,1.0,25.71,15.67,12.08,21.62,15.04,8.88,22.2,23.4,10.85,22.59,17.73,3.23
611,0.25,0.16,0.16,0.21,0.22,8.28,10.0,7.04,8.24,13.69,6.55,16.18,10.18,19.01,13.15,21.24,18.21,20.3,10.38,22.23,8.39,20.49
612,0.12,0.58,0.07,0.12,0.11,6.81,10.0,1.11,2.47,13.08,4.06,21.68,16.46,2.81,16.75,25.16,3.67,21.69,1.5,37.25,9.92,25.97
613,0.12,0.23,0.32,0.21,0.12,9.31,6.67,5.93,5.44,26.29,22.56,2.92,10.92,14.72,7.38,15.21,3.59,12.48,12.34,18.15,4.22,49.22
614,0.26,0.29,0.25,0.11,0.09,3.14,10.0,2.3,9.78,21.37,0.89,11.09,4.27,19.64,13.69,29.05,48.47,15.39,20.93,3.39,2.19,9.63
615,0.46,0.11,0.18,0.01,0.24,5.37,3.33,6.76,8.12,19.77,2.79,14.39,18.87,19.88,14.39,9.91,24.79,15.15,18.05,4.01,8.2,29.8
616,0.03,0.26,0.28,0.24,0.19,7.48,1.0,4.88,6.45,15.84,0.88,11.11,25.39,19.27,24.98,2.53,16.59,17.49,19.22,21.21,13.48,12.01
617,0.01,0.31,0.22,0.31,0.15,7.23,6.67,5.33,3.75,15.42,9.18,12.39,20.11,22.11,1.09,19.7,1.06,23.06,23.53,18.02,25.03,9.3
618,0.05,0.36,0.23,0.26,0.1,3.1,3.33,2.0,5.96,1.78,3.1,19.46,23.1,18.67,0.87,33.02,16.31,13.75,21.02,8.68,19.68,20.56
619,0.16,0.3,0.12,0.11,0.31,7.87,1.0,4.13,9.31,30.85,1.69,1.27,2.66,20.64,10.96,31.93,26.85,12.21,16.6,10.04,21.85,12.45
620,0.07,0.19,0.04,0.33,0.37,8.23,1.0,3.44,1.92,20.46,6.19,29.97,24.48,7.7,11.08,0.12,23.73,5.29,23.88,6.11,21.4,19.59
621,0.09,0.33,0.32,0.05,0.21,7.14,10.0,3.08,2.34,18.89,16.31,9.91,11.61,15.84,17.43,10.01,16.44,24.78,17.05,3.71,11.03,26.99
622,0.02,0.0,0.38,0.44,0.16,6.81,1.0,3.3,2.56,23.44,21.5,3.48,10.47,16.29,1.51,23.31,2.17,11.94,33.39,15.53,26.27,10.7
623,0.45,0.01,0.24,0.28,0.02,8.05,10.0,9.95,6.97,2.79,25.74,26.64,1.37,17.34,22.79,3.33,19.77,13.41,13.98,10.05,23.81,18.98
624,0.19,0.4,0.11,0.24,0.06,5.28,10.0,9.55,7.9,17.3,10.98,9.39,9.05,18.96,15.16,19.16,2.17,21.44,8.52,23.9,8.74,35.23
625,0.23,0.26,0.03,0.14,0.34,8.17,3.33,8.93,3.66,25.32,24.99,13.55,13.15,0.51,17.58,4.9,33.7,9.43,15.59,4.13,23.03,14.12
626,0.12,0.36,0.3,0.16,0.06,6.83,10.0,6.21,3.66,15.71,12.25,15.62,0.18,5.12,48.77,2.35,6.38,24.78,15.08,26.74,9.79,17.23
627,0.11,0.43,0.01,0.26,0.19,9.07,1.0,7.68,8.03,8.12,27.48,2.14,5.12,14.47,21.35,21.32,23.62,20.26,22.23,6.11,7.67,20.11
628,0.05,0.26,0.28,0.09,0.32,6.07,6.67,3.37,2.87,18.11,22.47,13.64,6.34,12.08,25.57,1.79,29.31,14.28,26.24,2.94,16.26,10.97
629,0.27,0.07,0.04,0.34,0.28,9.3,6.67,5.29,8.53,19.05,14.59,14.74,5.06,7.01,17.43,22.12,17.01,0.19,33.58,6.33,34.99,7.9
630,0.03,0.24,0.29,0.18,0.26,5.13,3.33,9.83,3.99,27.84,0.57,21.34,7.26,18.26,24.24,0.49,6.31,26.28,22.61,12.49,22.36,9.95
631,0.37,0.16,0.33,0.02,0.12,1.38,10.0,8.32,5.92,10.36,13.9,19.27,24.29,12.86,10.02,9.3,22.37,15.45,5.07,22.31,31.03,3.77
632,0.21,0.02,0.34,0.2,0.23,9.32,1.0,9.13,8.99,6.9,21.27,19.4,4.62,14.02,13.2,20.59,13.57,26.87,7.35,19.29,30.16,2.76
633,0.08,0.25,0.3,0.21,0.16,5.12,10.0,5.69,3.46,19.28,15.31,25.32,9.35,5.59,9.1,16.05,37.46,16.43,15.07,24.88,4.92,1.24
634,0.22,0.11,0.38,0.28,0.01,2.99,1.0,8.79,5.52,10.81,5.46,18.09,9.44,17.75,18.93,19.52,9.95,22.33,23.71,30.74,10.02,3.25
635,0.25,0.16,0.07,0.26,0.26,9.89,6.67,1.84,9.1,17.08,3.58,25.56,1.22,17.26,25.04,10.26,11.26,15.93,20.47,21.99,9.13,21.22
636,0.19,0.2,0.27,0.09,0.25,4.07,3.33,3.71,1.56,23.55,8.37,6.09,17.94,17.09,9.95,17.01,19.54,11.0,30.66,17.31,1.48,20.01
637,0.4,0.36,0.05,0.08,0.11,5.7,3.33,1.16,5.35,24.86,16.6,23.48,0.34,0.37,9.23,25.12,19.83,24.2,17.84,8.09,15.36,14.68
638,0.02,0.26,0.24,0.1,0.38,9.36,6.67,9.69,7.76,9.36,29.55,22.87,11.67,2.67,21.82,2.06,16.26,0.06,26.64,15.09,17.75,24.2
639,0.48,0.22,0.09,0.18,0.03,6.77,6.67,7.53,2.57,12.78,23.18,18.74,3.96,21.38,14.76,5.2,27.39,9.86,12.27,14.73,17.17,18.58
640,0.2,0.07,0.27,0.28,0.18,2.16,6.67,7.23,3.95,14.93,16.3,18.05,14.09,18.93,7.82,9.88,28.7,16.62,8.33,0.62,25.39,20.34
641,0.24,0.05,0.27,0.27,0.17,8.11,10.0,9.06,8.84,6.05,7.46,14.59,18.97,26.41,25.47,1.05,16.83,38.56,21.88,7.17,10.71,4.85
642,0.35,0.3,0.13,0.17,0.05,3.48,10.0,9.6,4.32,21.25,15.79,19.42,2.13,19.48,17.81,4.12,0.58,8.25,17.07,46.76,16.75,10.59
643,0.18,0.06,0.07,0.48,0.21,4.83,6.67,8.58,6.24,12.34,4.7,19.63,22.72,19.21,10.88,10.52,9.39,22.03,19.21,20.79,7.73,20.85
644,0.12,0.06,0.43,0.09,0.3,6.31,10.0,2.16,4.25,3.92,16.87,2.91,26.45,15.08,14.27,20.5,25.43,8.45,20.71,21.57,3.39,20.45
645,0.27,0.23,0.14,0.12,0.24,2.74,6.67,4.43,8.2,0.91,22.57,5.77,13.18,23.23,18.9,15.44,12.72,7.16,47.71,10.86,16.77,4.78
646,0.16,0.31,0.47,0.01,0.05,9.17,6.67,2.6,8.15,10.72,33.64,22.13,3.11,2.25,21.38,6.77,18.89,29.47,23.27,8.21,15.69,4.47
647,0.26,0.1,0.13,0.28,0.23,5.73,1.0,8.17,8.62,3.79,16.5,22.81,9.88,17.28,6.99,22.75,1.17,9.8,23.48,17.9,20.94,26.71
648,0.25,0.32,0.0,0.33,0.1,8.94,3.33,4.12,4.74,2.18,14.5,1.27,26.65,26.51,20.6,8.29,24.42,9.68,8.29,18.55,23.07,15.99
649,0.14,0.3,0.19,0.34,0.03,4.05,10.0,4.37,5.9,21.45,9.81,15.44,22.4,7.35,15.9,7.65,30.33,33.67,8.69,1.27,6.14,19.9
650,0.22,0.23,0.21,0.21,0.13,1.62,10.0,4.96,5.12,12.9,13.51,16.54,11.9,15.41,12.02,17.72,19.95,0.77,1.12,7.38,38.89,31.89
651,0.11,0.25,0.19,0.21,0.24,2.22,3.33,3.86,7.26,22.93,0.36,8.16,4.31,25.59,8.65,30.0,19.88,18.53,19.02,5.9,15.99,20.68
652,0.23,0.21,0.18,0.04,0.34,2.88,1.0,3.16,3.86,17.01,18.36,13.96,2.81,15.23,10.39,22.24,42.6,8.87,26.35,1.64,19.22,1.32
653,0.29,0.18,0.1,0.12,0.31,2.26,1.0,3.49,8.08,22.74,4.93,10.35,20.76,9.9,5.52,25.8,24.81,15.3,15.29,0.18,22.18,22.24
654,0.17,0.12,0.3,0.19,0.22,2.01,1.0,8.04,9.64,5.31,39.24,2.93,15.76,16.13,5.99,14.64,22.57,8.77,21.06,13.58,21.56,12.46
655,0.25,0.15,0.01,0.46,0.13,2.09,6.67,8.55,4.12,20.19,20.9,19.55,0.24,17.53,13.04,8.55,9.01,2.88,20.55,15.23,31.35,20.98
656,0.26,0.3,0.1,0.11,0.23,2.81,3.33,6.98,2.09,11.59,22.92,21.16,22.64,2.89,10.04,8.76,3.99,11.53,28.91,2.03,48.91,4.63
657,0.12,0.16,0.24,0.29,0.19,6.53,10.0,9.56,2.49,3.37,20.68,4.72,23.62,1.63,6.37,39.61,4.54,37.01,32.97,8.28,0.33,16.87
658,0.38,0.19,0.22,0.16,0.05,1.76,3.33,2.17,5.82,6.59,2.12,33.28,15.79,7.84,2.91,31.47,28.54,3.39,30.17,24.93,8.17,4.8
659,0.25,0.29,0.24,0.18,0.04,2.27,3.33,9.9,1.37,18.58,5.34,21.11,3.74,20.79,22.02,8.42,25.78,13.29,3.65,29.99,9.57,17.72
660,0.01,0.21,0.2,0.47,0.11,2.96,10.0,8.8,3.72,17.43,20.57,22.46,15.17,3.91,1.1,19.36,7.62,7.16,25.17,23.88,27.51,8.66
661,0.24,0.21,0.24,0.26,0.05,4.62,3.33,8.95,2.14,5.99,13.31,31.44,11.65,1.25,20.34,16.02,21.02,11.1,32.69,24.44,4.7,6.05
662,0.43,0.21,0.04,0.31,0.01,8.82,10.0,8.04,7.22,2.6,24.3,24.53,22.43,10.69,0.47,14.98,26.1,8.27,0.45,21.73,26.53,16.92
663,0.12,0.21,0.18,0.25,0.24,7.57,10.0,8.32,6.42,14.51,15.29,9.25,17.18,21.99,2.94,18.84,29.68,5.36,14.61,3.65,28.66,18.04
664,0.09,0.27,0.25,0.29,0.1,8.51,10.0,5.37,7.16,14.77,25.64,15.24,6.16,18.76,12.64,6.79,12.9,23.17,9.45,28.39,12.93,13.16
665,0.04,0.15,0.33,0.3,0.18,8.51,3.33,4.25,6.23,1.76,20.02,18.85,20.15,14.69,3.94,20.59,11.27,22.48,12.7,20.48,17.99,15.08
666,0.53,0.05,0.1,0.07,0.25,9.11,1.0,8.09,9.93,12.22,17.12,14.1,14.19,8.17,12.58,21.62,13.33,30.02,9.54,19.38,10.1,17.63
667,0.3,0.04,0.25,0.25,0.16,2.46,3.33,2.08,9.64,2.02,16.34,22.19,11.13,15.21,3.86,29.25,8.17,24.3,2.14,46.46,3.37,15.56
668,0.0,0.13,0.28,0.39,0.2,1.56,3.33,5.67,2.99,29.01,19.29,0.76,1.7,23.43,20.08,5.73,10.25,14.77,1.48,25.0,11.32,37.18
669,0.24,0.33,0.08,0.29,0.06,4.24,10.0,2.81,6.37,25.82,11.69,14.19,24.68,6.54,9.48,7.6,16.82,7.13,30.62,17.94,18.66,8.83
670,0.25,0.26,0.14,0.07,0.28,6.83,6.67,6.99,5.1,1.17,32.69,33.64,0.66,24.81,6.6,0.43,21.0,23.19,9.3,18.63,5.98,21.9
671,0.32,0.1,0.24,0.29,0.05,7.75,6.67,7.29,8.54,24.02,7.71,11.33,8.47,17.32,16.79,14.36,25.2,0.24,31.27,0.28,39.36,3.65
672,0.25,0.27,0.12,0.11,0.25,9.32,10.0,7.36,9.81,0.66,18.98,5.57,21.9,27.83,13.42,11.64,21.15,10.62,15.92,15.88,17.37,19.06
673,0.12,0.56,0.05,0.17,0.1,7.46,10.0,2.33,8.78,19.73,22.57,21.8,11.5,9.71,2.43,12.26,5.1,19.58,21.5,20.25,23.99,9.58
674,0.05,0.26,0.33,0.01,0.35,2.43,3.33,4.57,1.74,6.42,23.36,6.42,13.47,20.97,2.79,26.57,26.44,6.73,4.42,31.76,5.63,25.02
675,0.35,0.06,0.1,0.29,0.2,4.85,1.0,7.46,4.35,7.05,24.45,22.07,7.95,7.9,6.46,24.12,19.15,14.44,15.22,25.15,15.79,10.25
676,0.44,0.02,0.0,0.54,0.0,2.55,3.33,4.72,1.66,17.33,15.23,18.05,1.89,20.29,12.28,14.93,5.85,34.56,25.75,2.3,0.36,31.18
677,0.22,0.29,0.36,0.09,0.04,9.56,10.0,1.99,3.55,17.01,26.91,27.61,6.41,1.91,8.65,11.5,34.69,17.83,4.38,13.85,24.84,4.41
678,0.27,0.27,0.11,0.28,0.07,9.26,1.0,4.72,1.63,25.35,11.01,22.14,2.88,1.65,14.33,22.64,24.2,20.85,7.55,27.54,1.9,17.96
679,0.25,0.27,0.19,0.28,0.01,4.68,6.67,2.41,6.25,6.06,12.1,25.21,3.0,19.98,19.86,13.79,6.68,6.85,9.86,18.95,22.83,34.83
680,0.03,0.19,0.19,0.33,0.26,7.77,6.67,2.57,1.2,16.92,20.39,1.03,22.93,2.8,13.8,22.13,24.16,21.89,14.79,20.64,13.13,5.39
681,0.16,0.32,0.19,0.02,0.31,4.73,3.33,4.55,4.27,29.4,12.22,19.37,9.31,11.46,0.53,17.71,16.84,23.08,3.84,14.11,20.11,22.02
682,0.36,0.15,0.21,0.13,0.15,6.35,6.67,7.31,9.76,12.76,2.24,15.5,3.24,30.02,32.62,3.62,10.11,14.34,31.33,11.38,21.12,11.72
683,0.22,0.27,0.34,0.06,0.11,5.96,10.0,4.72,7.39,20.01,10.03,19.71,4.56,2.3,16.0,27.39,22.5,22.6,37.62,9.46,5.84,1.98
684,0.03,0.36,0.17,0.13,0.31,1.85,1.0,6.93,2.26,0.19,10.23,13.81,2.33,24.04,26.47,22.93,21.61,24.63,15.86,2.18,21.3,14.42
685,0.24,0.19,0.28,0.22,0.07,2.38,10.0,5.87,3.58,14.79,8.92,21.42,13.04,20.96,0.58,20.29,9.47,3.25,31.54,27.31,27.49,0.94
686,0.34,0.04,0.32,0.23,0.07,1.1,6.67,8.79,4.16,31.99,17.41,7.07,23.35,0.87,9.09,10.22,33.53,16.28,10.63,1.44,34.35,3.77
687,0.05,0.02,0.47,0.24,0.22,3.32,1.0,8.82,6.94,10.14,24.46,11.2,4.48,27.26,3.77,18.69,2.23,17.87,8.52,28.47,12.2,30.71
688,0.31,0.12,0.28,0.28,0.01,5.21,6.67,8.71,2.36,15.37,3.01,12.98,9.95,15.8,16.21,26.68,5.57,12.54,18.13,8.21,27.92,27.63
689,0.19,0.19,0.29,0.1,0.23,2.59,10.0,8.17,7.05,22.77,19.31,0.17,18.54,19.25,6.41,13.55,9.47,8.49,28.38,13.63,27.06,12.97
690,0.01,0.2,0.37,0.1,0.32,2.24,1.0,2.18,9.31,1.94,15.33,11.29,17.36,18.34,10.9,24.84,11.85,20.46,14.92,13.01,21.44,18.32
691,0.06,0.13,0.23,0.4,0.18,1.71,6.67,7.95,8.6,7.13,6.91,23.99,0.19,11.46,31.13,19.19,16.82,30.85,20.95,4.17,25.65,1.56
692,0.09,0.36,0.4,0.11,0.04,3.94,10.0,6.02,3.76,14.1,18.81,25.22,5.32,23.67,6.6,6.28,18.94,9.87,22.57,19.04,21.92,7.66
693,0.35,0.16,0.08,0.01,0.4,3.91,3.33,1.51,3.71,20.33,18.03,12.11,9.72,9.15,20.35,10.31,17.02,14.06,10.09,17.7,14.97,26.16
694,0.06,0.27,0.4,0.19,0.08,2.53,3.33,4.69,3.23,23.01,9.83,20.93,12.79,16.36,10.87,6.21,14.33,12.54,10.61,28.84,18.82,14.86
695,0.28,0.35,0.13,0.23,0.01,4.54,10.0,7.03,5.3,18.52,14.38,14.72,4.96,5.63,21.19,20.6,10.47,2.6,1.11,41.0,25.32,19.5
696,0.19,0.15,0.07,0.06,0.53,3.66,6.67,5.33,9.14,24.19,2.26,20.03,23.53,0.0,1.91,28.08,32.44,21.29,1.45,5.93,5.71,33.18
697,0.21,0.27,0.27,0.05,0.2,4.41,1.0,6.23,1.68,18.79,13.54,19.46,14.53,6.03,12.65,15.0,16.18,21.67,20.07,1.16,19.32,21.6
698,0.35,0.13,0.13,0.34,0.05,4.09,6.67,9.57,9.17,20.78,20.44,12.19,17.31,6.0,20.98,2.3,7.14,4.99,33.37,32.19,17.94,4.37
699,0.21,0.1,0.18,0.15,0.36,8.78,10.0,1.67,4.88,14.31,11.56,11.87,15.3,11.18,19.16,16.62,17.69,15.82,20.69,10.88,19.35,15.57
700,0.18,0.21,0.26,0.26,0.09,1.91,3.33,7.33,8.81,4.51,25.22,0.06,20.46,16.12,0.01,33.62,12.13,31.37,8.77,17.15,29.41,1.17
701,0.05,0.46,0.1,0.26,0.13,6.37,3.33,8.82,6.08,9.39,15.97,10.44,17.24,25.6,10.89,10.47,31.52,17.67,33.65,0.05,5.71,11.4
702,0.07,0.16,0.2,0.26,0.31,8.69,6.67,8.59,2.7,17.58,17.55,0.34,3.45,21.72,14.66,24.7,17.81,20.52,13.75,20.16,1.99,25.77
703,0.29,0.17,0.21,0.21,0.12,2.83,10.0,2.89,8.16,10.6,10.59,11.98,16.39,11.56,18.57,20.31,3.13,25.65,17.24,31.46,6.82,15.7
704,0.29,0.37,0.11,0.17,0.06,4.47,1.0,6.97,9.03,25.93,5.46,28.62,7.1,5.51,7.55,19.83,7.14,27.12,17.95,15.25,27.6,4.94
705,0.3,0.18,0.16,0.04,0.32,7.87,1.0,2.17,5.17,8.63,5.85,8.03,19.85,18.13,34.43,5.08,22.64,5.97,14.01,37.8,6.18,13.4
706,0.23,0.12,0.28,0.26,0.11,7.84,3.33,6.66,7.88,2.49,17.24,16.33,8.36,21.25,17.27,17.06,31.09,2.63,9.09,34.07,12.18,10.94
707,0.25,0.05,0.11,0.3,0.29,2.69,1.0,6.75,3.36,14.32,0.52,0.14,30.05,25.17,4.67,25.13,1.94,24.48,17.4,38.36,2.74,15.08
708,0.18,0.14,0.25,0.26,0.17,3.42,1.0,9.22,1.76,2.15,14.97,8.27,11.65,32.83,6.36,23.77,3.19,17.6,25.58,13.48,20.36,19.79
709,0.15,0.17,0.1,0.42,0.16,5.85,1.0,6.26,8.86,27.64,14.2,11.25,3.23,4.5,11.35,27.83,21.37,16.1,5.62,17.86,22.82,16.23
710,0.23,0.12,0.23,0.33,0.09,4.94,6.67,7.5,6.08,11.19,14.41,20.0,22.76,1.44,1.01,29.19,13.41,34.44,19.1,3.69,26.88,2.48
711,0.38,0.14,0.18,0.25,0.05,6.81,10.0,7.02,6.9,0.29,20.43,0.03,7.89,43.78,23.02,4.56,1.3,2.03,21.38,28.96,32.82,13.51
712,0.28,0.24,0.26,0.2,0.02,9.27,10.0,9.57,2.71,18.81,6.45,18.84,16.19,13.64,18.41,7.66,6.7,17.17,7.87,16.36,28.63,23.27
713,0.23,0.24,0.33,0.12,0.08,8.27,1.0,1.8,5.8,5.43,11.14,14.0,13.81,11.85,30.16,13.61,19.16,20.7,12.65,8.55,18.72,20.22
714,0.0,0.27,0.24,0.29,0.2,2.97,1.0,7.89,7.56,32.66,3.27,13.7,32.03,7.73,4.29,6.32,10.63,28.73,2.91,22.59,19.2,15.94
715,0.18,0.13,0.31,0.21,0.17,7.08,3.33,8.35,6.02,14.72,32.21,20.4,2.05,4.92,9.89,15.81,14.65,24.67,22.51,6.37,21.97,9.83
716,0.13,0.3,0.26,0.28,0.03,1.87,6.67,6.74,3.22,7.63,24.61,13.72,22.81,5.99,3.95,21.29,15.14,20.81,16.68,2.89,24.92,19.56
717,0.09,0.27,0.27,0.36,0.01,9.3,6.67,3.78,4.77,10.35,9.1,6.68,11.22,25.67,30.61,6.37,7.42,18.7,14.75,0.93,16.88,41.32
718,0.29,0.27,0.03,0.31,0.1,1.17,10.0,9.13,7.75,12.76,22.91,14.81,13.73,17.84,4.06,13.89,1.83,38.17,1.11,36.45,7.32,15.12
719,0.05,0.18,0.23,0.26,0.28,3.52,1.0,7.82,4.52,14.02,16.01,4.87,8.86,27.88,16.36,12.0,9.4,23.35,11.51,2.92,31.09,21.73
720,0.42,0.08,0.14,0.09,0.27,4.65,1.0,9.8,9.54,21.24,12.14,0.71,3.76,13.48,22.24,26.43,8.27,4.47,32.41,35.45,4.67,14.73
721,0.25,0.27,0.34,0.11,0.03,7.31,3.33,2.09,1.5,7.48,13.44,0.8,25.97,13.83,27.27,11.21,4.93,7.11,29.86,33.32,8.18,16.6
722,0.29,0.22,0.1,0.11,0.28,4.29,10.0,1.37,7.29,4.59,14.65,21.84,11.2,9.42,19.18,19.12,20.41,10.37,20.21,6.49,26.17,16.35
723,0.33,0.09,0.22,0.19,0.17,6.02,6.67,6.84,8.43,3.66,10.28,23.35,9.66,25.97,5.57,21.51,4.45,21.63,7.31,27.14,24.16,15.31
724,0.18,0.08,0.32,0.12,0.3,7.07,6.67,4.45,6.05,22.27,16.66,8.56,7.81,23.21,9.96,11.53,15.62,17.73,17.1,6.08,20.51,22.96
725,0.41,0.38,0.09,0.08,0.04,4.52,6.67,2.87,7.9,16.01,21.1,1.63,15.82,19.66,15.9,9.88,3.53,22.97,21.17,8.48,24.15,19.7
726,0.16,0.3,0.3,0.13,0.11,8.68,10.0,6.93,3.66,18.28,15.31,2.26,22.79,19.2,18.76,3.4,1.35,40.49,16.49,4.59,31.33,5.75
727,0.36,0.15,0.2,0.18,0.11,7.31,10.0,8.72,3.08,12.85,10.1,15.81,19.22,18.56,15.64,7.82,11.38,19.28,17.42,30.22,15.18,6.52
728,0.35,0.27,0.06,0.23,0.09,6.66,1.0,3.27,5.71,15.73,16.96,8.78,9.72,16.78,14.31,17.72,23.09,14.69,24.07,5.65,6.03,26.47
729,0.32,0.07,0.11,0.35,0.15,7.18,10.0,7.16,7.09,32.14,10.67,0.25,22.8,19.53,2.08,12.53,11.9,10.79,31.49,15.1,15.38,15.34
730,0.23,0.06,0.34,0.35,0.02,2.2,6.67,2.61,8.95,7.38,21.02,19.21,12.29,24.94,0.92,14.24,34.41,1.32,4.07,22.64,24.7,12.86
731,0.15,0.02,0.3,0.32,0.21,2.67,1.0,8.95,9.82,10.94,15.63,3.14,26.01,19.24,15.74,9.3,10.35,1.9,14.17,42.23,17.28,14.07
732,0.05,0.19,0.36,0.02,0.38,6.79,3.33,8.97,9.17,14.21,23.77,4.15,19.56,0.01,29.02,9.28,0.5,13.69,47.98,0.21,0.1,37.52
733,0.46,0.16,0.07,0.11,0.2,4.02,3.33,3.25,9.69,25.33,10.6,18.75,16.37,9.69,1.31,17.95,29.44,1.79,16.1,28.08,15.54,9.05
734,0.09,0.3,0.25,0.23,0.13,4.12,3.33,2.0,3.88,0.96,6.02,23.71,5.0,14.0,29.19,21.12,26.49,11.93,19.81,4.3,11.8,25.67
735,0.05,0.16,0.24,0.23,0.32,4.73,3.33,2.42,2.78,21.42,9.33,22.63,8.96,24.2,9.26,4.2,9.4,7.96,4.5,31.09,23.75,23.3
736,0.03,0.3,0.25,0.37,0.05,2.88,6.67,5.75,6.12,2.3,8.07,37.32,29.42,12.22,5.38,5.29,11.71,5.3,32.85,30.23,11.95,7.96
737,0.18,0.03,0.2,0.31,0.28,7.81,10.0,4.17,6.07,15.96,31.21,0.49,11.85,10.4,3.65,26.44,35.45,7.35,13.11,23.1,9.09,11.9
738,0.37,0.34,0.0,0.1,0.19,3.97,3.33,9.07,8.02,33.02,10.97,21.61,12.91,2.65,10.06,8.78,20.17,14.95,17.31,14.24,32.2,1.13
739,0.21,0.23,0.24,0.2,0.12,4.11,6.67,2.47,8.37,8.76,1.04,6.67,18.29,14.89,36.17,14.18,11.13,20.25,3.14,20.15,14.27,31.06
740,0.24,0.19,0.31,0.22,0.04,3.0,3.33,2.52,9.19,12.94,24.58,9.25,15.34,20.0,12.61,5.28,20.77,36.4,22.35,5.37,14.04,1.07
741,0.2,0.41,0.13,0.21,0.05,9.89,1.0,1.24,1.07,22.22,10.04,13.82,23.93,3.78,2.35,23.86,11.95,14.62,17.17,31.41,19.1,5.75
742,0.03,0.12,0.33,0.26,0.26,1.77,3.33,7.09,2.01,3.93,16.57,18.99,8.34,17.21,19.43,15.53,20.99,18.55,21.21,16.41,17.59,5.25
743,0.33,0.27,0.08,0.06,0.26,2.33,6.67,6.61,2.51,14.21,10.98,16.6,7.43,31.3,3.69,15.79,18.24,31.19,10.24,0.15,1.19,38.99
744,0.04,0.26,0.24,0.21,0.25,5.71,1.0,5.53,2.78,14.45,12.39,24.08,23.04,17.99,1.92,6.13,24.71,2.09,23.91,32.27,14.98,2.04
745,0.14,0.1,0.43,0.15,0.18,6.08,6.67,2.87,6.5,25.87,19.54,4.48,19.01,11.81,3.17,16.12,9.93,24.75,31.99,22.35,2.47,8.51
746,0.06,0.29,0.08,0.26,0.31,1.69,6.67,7.46,8.82,22.73,12.32,20.04,3.02,13.71,13.61,14.57,12.97,11.78,25.84,15.25,17.57,16.59
747,0.1,0.03,0.21,0.4,0.26,3.4,6.67,8.82,3.03,15.96,13.18,3.77,19.32,5.67,18.66,23.44,16.96,18.25,16.18,16.9,21.54,10.17
748,0.15,0.2,0.13,0.4,0.12,8.57,3.33,9.88,2.24,1.0,21.64,0.76,15.71,19.74,22.86,18.29,16.83,18.57,21.07,12.08,18.18,13.27
749,0.17,0.21,0.23,0.25,0.14,5.26,1.0,2.82,8.65,22.86,9.41,26.57,3.89,13.72,21.08,2.47,17.86,5.67,18.0,1.32,15.15,42.0
750,0.31,0.3,0.04,0.25,0.1,2.22,6.67,7.48,7.86,25.08,16.69,3.33,22.01,8.81,14.91,9.17,13.28,10.35,15.81,19.43,19.74,21.39
751,0.25,0.02,0.2,0.14,0.39,4.66,3.33,5.95,6.73,8.4,16.83,10.13,25.96,23.62,11.59,3.47,12.57,23.47,7.85,26.41,2.72,26.98
752,0.16,0.21,0.27,0.27,0.09,8.5,3.33,4.59,9.71,12.6,6.16,29.08,13.02,4.41,23.8,10.93,13.69,18.23,14.23,10.61,26.77,16.47
753,0.06,0.02,0.36,0.22,0.34,4.03,6.67,1.13,1.57,16.63,1.79,10.01,4.05,13.77,34.64,19.11,22.37,28.36,17.91,6.72,14.12,10.52
754,0.11,0.26,0.15,0.3,0.18,2.24,3.33,9.74,7.1,19.39,10.24,0.99,5.66,18.81,33.29,11.62,27.94,23.22,16.54,9.91,14.88,7.51
755,0.2,0.27,0.24,0.28,0.01,8.66,10.0,7.6,6.86,16.0,22.61,4.7,12.33,15.26,4.74,24.36,16.55,5.72,22.99,47.42,2.87,4.45
756,0.23,0.22,0.22,0.14,0.19,7.71,10.0,8.85,4.6,16.14,1.3,21.74,21.62,10.76,7.93,20.51,6.88,18.63,12.76,22.0,10.91,28.82
757,0.09,0.17,0.47,0.05,0.22,9.65,10.0,3.05,7.09,26.99,30.53,5.59,0.46,12.76,21.09,2.58,24.47,5.07,17.02,14.2,18.38,20.86
