user_id,investment_goal_long_term_growth,investment_goal_stable_income,investment_goal_balanced_approach,investment_goal_high_risk_high_reward,investment_goal_short_term_trading,risk_tolerance,holding_period_response,holding_period_reaction_strength,expected_return_score,product_preference_stocks,product_preference_etfs,product_preference_government_bonds,product_preference_corporate_bonds,product_preference_municipal_bonds,product_preference_savings_bonds,product_preference_derivatives,product_preference_alternative_investments,factor_weight_investment_goals,factor_weight_risk_tolerance,factor_weight_holding_period,factor_weight_return_score,factor_weight_product_preference
606,0.22,0.26,0.01,0.11,0.4,2.39,3.33,2.11,9.22,10.45,14.39,15.96,21.09,4.8,12.26,6.86,14.19,35.82,22.61,12.73,22.44,6.4
607,0.21,0.01,0.33,0.42,0.03,8.51,6.67,1.52,7.59,20.72,30.64,1.48,22.38,2.7,4.27,12.35,5.46,3.72,25.55,18.86,20.14,31.73
608,0.1,0.36,0.33,0.15,0.06,9.57,1.0,5.33,7.96,0.89,22.49,7.38,3.93,18.68,15.25,16.96,14.42,35.47,1.17,12.05,31.0,20.31
609,0.29,0.14,0.23,0.14,0.2,8.68,6.67,9.8,7.27,4.51,14.72,13.58,9.95,14.33,10.09,17.2,15.62,20.31,19.05,13.07,21.69,25.88
610,0.23,0.2,0.2,0.28,0.09,7.34,6.67,9.04,6.22,5.83,24.53,5.45,3.86,34.83,2.0,1.22,22.28,22.36,28.04,37.78,9.89,1.93
611,0.43,0.22,0.31,0.01,0.03,6.31,1.0,4.32,2.88,14.04,5.33,20.34,12.61,12.38,14.57,5.58,15.15,11.11,23.28,22.17,23.42,20.02
612,0.23,0.19,0.23,0.11,0.24,6.64,10.0,5.39,1.79,0.19,12.15,20.29,7.93,12.97,24.47,9.49,12.51,8.18,11.05,17.27,31.64,31.86
613,0.2,0.4,0.07,0.18,0.15,2.03,1.0,3.08,5.27,11.82,15.77,11.54,2.57,20.2,22.87,11.04,4.19,22.31,0.81,30.17,33.85,12.86
614,0.21,0.06,0.16,0.25,0.32,8.44,1.0,2.16,5.77,4.94,1.35,8.86,10.19,24.37,24.12,1.89,24.28,46.31,10.3,17.59,3.69,22.11
615,0.17,0.35,0.05,0.21,0.22,1.39,1.0,6.88,5.77,14.19,7.46,23.02,10.26,11.88,17.23,15.24,0.72,2.27,23.77,25.8,29.77,18.39
616,0.15,0.28,0.24,0.2,0.13,9.42,3.33,2.55,2.83,14.01,19.75,3.34,17.36,15.51,8.24,0.62,21.17,19.15,23.21,17.55,32.07,8.02
617,0.25,0.21,0.17,0.25,0.12,4.03,1.0,1.33,7.34,18.89,7.56,14.88,2.29,10.52,17.79,21.34,6.73,2.24,26.51,35.16,30.46,5.63
618,0.11,0.25,0.38,0.14,0.12,8.95,6.67,3.31,5.72,14.87,16.48,5.29,8.05,14.2,16.71,19.4,5.0,31.91,38.6,5.82,4.8,18.87
619,0.15,0.14,0.03,0.44,0.24,1.41,6.67,2.33,8.63,6.98,22.41,7.0,14.66,14.84,5.46,21.05,7.6,40.39,16.93,0.19,20.37,22.12
620,0.18,0.12,0.21,0.24,0.25,4.24,3.33,9.55,8.17,17.36,15.91,3.77,5.61,7.34,17.93,11.82,20.26,23.48,19.12,10.64,21.09,25.67
621,0.35,0.06,0.36,0.07,0.16,8.45,10.0,9.05,9.27,13.92,0.01,19.51,8.42,1.23,25.15,5.87,25.89,24.88,15.92,29.86,21.82,7.52
622,0.01,0.24,0.47,0.05,0.23,5.25,10.0,4.38,7.78,10.72,14.24,18.94,9.31,19.83,18.13,2.42,6.41,35.99,15.25,7.68,2.74,38.34
623,0.1,0.43,0.11,0.11,0.25,8.25,3.33,3.21,3.76,20.99,8.81,5.79,28.61,9.89,3.33,4.79,17.79,10.65,10.26,34.71,4.73,39.65
624,0.3,0.14,0.25,0.03,0.28,1.07,1.0,7.45,4.33,14.14,17.76,7.07,10.42,7.82,15.73,20.5,6.56,42.87,1.26,7.31,12.02,36.54
625,0.31,0.18,0.1,0.16,0.25,9.21,10.0,4.52,8.99,30.73,4.52,1.1,13.89,19.01,19.76,1.38,9.61,26.0,22.8,15.38,9.79,26.03
626,0.14,0.03,0.16,0.64,0.03,5.39,10.0,6.73,5.18,21.52,9.5,8.77,8.19,2.78,9.66,17.55,22.03,23.41,19.99,11.17,25.94,19.49
627,0.22,0.27,0.08,0.29,0.14,6.13,1.0,2.61,8.78,14.51,5.93,20.08,20.56,13.55,3.77,4.01,17.59,15.2,17.77,32.3,14.22,20.51
628,0.21,0.22,0.23,0.11,0.23,3.85,6.67,5.61,3.24,32.65,7.34,30.69,1.05,12.09,7.29,6.59,2.3,36.06,8.6,16.64,27.54,11.16
629,0.34,0.06,0.36,0.16,0.08,2.66,3.33,2.95,9.47,10.77,15.97,10.28,15.6,14.15,10.28,10.7,12.25,12.31,29.27,31.08,2.27,25.07
630,0.14,0.27,0.2,0.19,0.2,1.72,10.0,9.95,3.73,18.46,7.35,18.73,5.39,10.41,19.05,9.3,11.31,11.1,17.92,16.68,19.48,34.82
631,0.22,0.41,0.2,0.12,0.05,8.8,10.0,7.94,2.97,14.39,11.55,11.24,14.44,1.21,3.42,19.76,23.99,31.06,2.35,31.72,4.06,30.81
632,0.34,0.17,0.1,0.1,0.29,4.29,6.67,4.11,9.97,15.56,4.03,1.15,19.61,41.51,5.17,3.18,9.79,10.07,22.88,26.8,24.98,15.27
633,0.23,0.08,0.28,0.1,0.31,1.69,10.0,7.8,2.77,15.61,2.04,23.46,14.94,12.91,9.33,0.03,21.68,1.42,12.76,34.35,11.94,39.53
634,0.32,0.03,0.04,0.19,0.42,4.44,6.67,2.6,6.59,13.73,18.47,12.98,16.04,12.45,2.71,11.13,12.49,42.46,10.79,7.78,36.09,2.88
635,0.1,0.26,0.16,0.14,0.34,7.02,3.33,1.32,9.25,24.26,22.65,6.03,4.47,0.76,6.87,5.4,29.56,16.95,6.09,23.6,26.6,26.76
636,0.24,0.3,0.09,0.36,0.01,8.02,6.67,4.88,2.19,3.85,8.79,22.45,22.39,9.54,13.44,8.52,11.02,39.86,8.55,39.38,10.03,2.18
637,0.05,0.2,0.32,0.14,0.29,5.42,10.0,5.44,4.39,18.2,17.56,5.04,7.77,3.44,16.78,11.45,19.76,32.91,5.76,27.09,13.43,20.81
638,0.37,0.0,0.27,0.1,0.26,7.04,10.0,1.95,6.82,28.51,17.3,10.81,9.52,2.89,10.89,4.91,15.17,23.09,12.58,31.49,22.49,10.35
639,0.24,0.16,0.24,0.31,0.05,2.02,3.33,7.72,9.27,3.92,16.09,19.44,15.13,12.18,16.67,4.83,11.74,38.26,14.47,20.08,14.24,12.95
640,0.22,0.11,0.05,0.24,0.38,8.27,3.33,1.35,1.95,10.85,23.1,8.93,16.87,9.53,9.37,17.19,4.16,12.14,6.62,45.88,19.11,16.25
641,0.2,0.18,0.29,0.31,0.02,5.91,6.67,3.51,7.23,5.68,12.21,20.93,10.27,18.11,11.4,11.03,10.37,26.44,34.38,8.42,6.02,24.74
642,0.07,0.17,0.33,0.23,0.2,2.55,3.33,7.02,9.15,12.61,18.45,2.66,0.74,18.4,20.26,5.55,21.33,29.55,11.47,12.49,24.43,22.06
643,0.25,0.08,0.18,0.3,0.19,4.94,1.0,5.18,8.96,13.21,9.37,12.45,11.99,11.87,0.41,27.68,13.02,20.42,35.88,0.34,38.5,4.86
644,0.26,0.28,0.19,0.1,0.17,5.78,10.0,8.64,9.68,15.77,9.64,19.33,22.87,2.49,5.35,1.91,22.64,29.55,10.66,31.63,18.14,10.02
645,0.04,0.32,0.29,0.26,0.09,2.36,3.33,4.71,7.39,25.47,6.13,5.93,14.66,4.59,0.19,22.06,20.97,18.75,15.05,23.86,22.63,19.71
646,0.26,0.39,0.12,0.07,0.16,7.45,1.0,2.97,2.77,21.72,15.05,24.8,23.88,1.92,3.83,5.08,3.72,1.38,35.33,7.17,20.09,36.03
647,0.07,0.07,0.34,0.38,0.14,1.87,6.67,5.16,6.09,5.69,17.8,4.29,2.98,18.19,15.39,16.11,19.55,17.42,25.46,12.41,13.29,31.42
648,0.11,0.56,0.09,0.02,0.22,5.13,3.33,7.16,3.17,9.88,2.56,8.26,11.41,16.54,25.68,20.24,5.43,18.53,23.02,1.44,36.48,20.53
649,0.08,0.2,0.1,0.27,0.35,5.08,1.0,2.2,9.15,6.52,7.12,21.77,6.15,8.56,17.63,23.58,8.67,9.1,29.48,20.6,25.35,15.47
650,0.16,0.27,0.31,0.07,0.19,3.56,10.0,7.68,9.1,15.47,15.73,4.06,21.37,1.34,15.0,7.04,19.99,17.24,29.79,25.05,15.81,12.11
651,0.33,0.15,0.26,0.05,0.21,6.09,10.0,1.63,3.35,17.24,20.53,24.42,22.59,4.29,6.2,1.54,3.19,31.81,22.41,29.94,10.76,5.08
652,0.11,0.1,0.19,0.18,0.42,7.56,3.33,3.6,6.18,0.57,1.5,3.1,16.4,33.07,17.58,16.38,11.4,25.86,13.2,23.69,19.09,18.16
653,0.04,0.25,0.28,0.19,0.24,5.44,3.33,2.06,4.09,14.2,17.53,18.55,18.44,2.33,3.98,10.09,14.88,10.32,19.36,26.34,29.62,14.36
654,0.04,0.65,0.09,0.13,0.09,8.98,6.67,4.4,1.08,14.37,11.64,2.5,19.62,14.53,7.59,9.44,20.31,36.48,35.95,5.69,1.36,20.52
655,0.18,0.25,0.04,0.32,0.21,9.39,10.0,9.43,1.19,12.84,17.3,15.9,0.56,24.74,8.23,15.45,4.98,24.49,26.28,15.12,26.97,7.14
656,0.23,0.34,0.04,0.25,0.14,6.01,6.67,3.46,4.61,18.56,13.47,3.93,17.91,9.3,12.88,11.71,12.24,31.35,24.26,7.05,27.3,10.04
657,0.27,0.11,0.26,0.34,0.02,8.77,1.0,9.49,6.09,13.41,13.87,3.03,2.01,33.98,20.78,12.19,0.73,20.0,23.12,20.73,22.34,13.81
658,0.13,0.02,0.37,0.12,0.36,7.42,6.67,7.26,5.54,9.97,14.01,11.2,17.11,17.32,20.84,2.12,7.43,24.6,15.84,18.37,24.18,17.01
659,0.11,0.12,0.12,0.33,0.32,9.23,1.0,3.79,8.88,18.4,10.43,0.63,10.89,11.39,0.53,38.99,8.74,26.94,0.46,26.66,22.75,23.19
660,0.31,0.15,0.15,0.24,0.15,4.04,1.0,4.18,5.24,23.45,20.89,8.07,2.67,5.38,9.27,20.47,9.8,30.75,40.43,16.57,12.24,0.01
661,0.03,0.17,0.25,0.29,0.26,4.49,6.67,7.85,3.83,4.23,24.17,20.24,20.56,9.22,12.72,5.09,3.77,36.97,9.54,27.65,5.61,20.23
662,0.24,0.21,0.15,0.36,0.04,2.45,3.33,6.6,3.47,17.73,8.62,12.21,12.26,1.62,9.26,16.88,21.42,2.8,8.93,24.42,11.49,52.36
663,0.3,0.18,0.17,0.25,0.1,6.8,1.0,9.44,7.61,15.37,2.65,20.2,9.18,20.81,10.56,0.03,21.2,23.81,19.51,16.95,10.66,29.07
664,0.01,0.69,0.07,0.08,0.15,2.12,3.33,8.55,7.22,16.94,7.02,19.11,20.99,12.92,12.43,8.13,2.46,17.87,28.81,18.12,18.06,17.14
665,0.26,0.04,0.1,0.27,0.33,9.38,6.67,2.86,4.65,11.3,10.69,14.96,7.21,15.06,15.2,9.51,16.07,14.77,16.25,39.38,9.5,20.1
666,0.28,0.14,0.22,0.2,0.16,8.55,6.67,9.4,1.78,7.06,19.54,18.67,3.95,15.18,3.69,14.41,17.5,25.64,37.67,14.38,17.96,4.35
667,0.11,0.29,0.16,0.3,0.14,1.88,10.0,1.14,2.76,15.26,15.79,17.55,7.08,10.45,16.6,8.28,8.99,27.9,10.4,25.55,7.34,28.81
668,0.11,0.24,0.31,0.04,0.3,8.88,1.0,6.65,4.56,7.17,12.46,20.31,23.85,6.3,1.98,19.7,8.23,10.75,10.47,27.09,32.37,19.32
669,0.2,0.2,0.14,0.17,0.29,4.96,3.33,1.02,4.61,17.82,4.81,21.39,5.51,6.34,22.71,13.38,8.04,16.42,28.22,11.18,30.76,13.42
670,0.24,0.23,0.14,0.17,0.22,4.0,1.0,6.21,6.69,2.25,20.2,10.99,10.26,24.24,20.82,4.67,6.57,36.39,3.53,2.92,34.04,23.12
671,0.26,0.03,0.3,0.16,0.25,3.0,6.67,4.92,5.24,10.71,16.23,9.77,5.99,8.33,10.96,18.42,19.59,16.97,7.17,45.44,22.28,8.14
672,0.42,0.02,0.14,0.32,0.1,3.91,3.33,4.42,3.99,20.4,13.92,0.87,0.4,18.02,11.6,24.72,10.07,3.37,26.57,19.5,26.05,24.51
673,0.13,0.21,0.36,0.22,0.08,6.08,1.0,5.46,5.85,17.15,13.72,14.25,18.52,14.94,12.56,1.52,7.34,23.85,38.12,20.92,1.04,16.07
674,0.2,0.29,0.18,0.28,0.05,5.64,3.33,9.66,2.55,20.57,14.01,21.37,4.1,7.45,18.61,7.46,6.43,28.39,12.91,3.27,26.83,28.6
675,0.34,0.13,0.05,0.13,0.35,1.8,3.33,1.11,6.98,7.96,13.53,17.28,24.28,10.45,4.69,5.24,16.57,6.12,22.73,9.49,53.72,7.94
676,0.37,0.04,0.17,0.19,0.23,1.71,10.0,5.12,5.89,16.54,17.18,2.13,18.37,13.8,14.06,14.07,3.85,27.94,27.86,18.36,2.14,23.7
677,0.0,0.22,0.3,0.18,0.3,8.29,3.33,1.6,9.16,26.27,17.69,7.83,15.94,8.2,12.56,10.13,1.38,6.42,6.05,40.03,23.16,24.34
678,0.21,0.3,0.3,0.03,0.16,8.28,6.67,2.98,4.33,20.13,15.28,2.63,19.81,5.88,15.03,3.64,17.6,20.51,3.41,23.03,26.04,27.01
679,0.18,0.1,0.29,0.09,0.34,7.27,1.0,9.23,6.01,0.29,10.36,18.25,9.24,15.97,16.26,21.35,8.28,49.7,13.16,24.79,8.58,3.77
680,0.32,0.4,0.05,0.23,0.0,8.7,6.67,8.9,1.01,22.57,9.49,17.29,17.59,7.82,2.88,3.29,19.07,38.88,4.16,26.33,29.58,1.05
681,0.27,0.19,0.13,0.14,0.27,1.06,3.33,7.74,8.27,11.56,9.22,10.0,10.38,19.74,14.33,7.89,16.88,0.12,18.3,15.11,36.77,29.7
682,0.18,0.15,0.27,0.19,0.21,3.16,3.33,5.77,6.93,25.64,28.99,16.74,19.79,1.38,1.04,0.47,5.95,12.82,28.68,35.17,9.49,13.84
683,0.17,0.07,0.26,0.23,0.27,4.8,10.0,5.47,5.11,20.57,19.46,2.55,17.0,7.6,11.09,9.85,11.88,41.64,29.58,9.55,14.15,5.08
684,0.4,0.0,0.19,0.36,0.05,4.78,6.67,2.63,2.17,1.79,22.83,8.47,20.46,19.3,5.4,13.31,8.44,51.51,34.41,5.62,0.74,7.72
685,0.13,0.04,0.16,0.29,0.38,7.3,1.0,8.45,1.51,2.12,3.8,0.43,24.49,23.6,5.44,21.99,18.13,25.74,21.32,5.14,21.61,26.19
686,0.08,0.21,0.25,0.24,0.22,8.28,6.67,4.17,2.15,19.32,6.83,11.05,22.75,12.18,11.98,3.25,12.64,16.93,32.67,3.15,10.53,36.72
687,0.04,0.12,0.32,0.38,0.14,7.86,10.0,1.82,9.39,15.36,1.83,11.86,16.97,7.8,12.46,16.37,17.35,20.18,32.97,7.46,36.76,2.63
688,0.22,0.16,0.27,0.01,0.34,8.24,3.33,6.39,7.76,34.67,23.55,4.52,5.15,6.31,19.32,5.45,1.03,29.05,25.38,19.88,14.99,10.7
689,0.26,0.09,0.41,0.14,0.1,9.42,10.0,3.42,6.4,17.39,22.09,6.9,8.76,8.55,16.1,19.29,0.92,6.32,10.5,37.52,35.94,9.72
690,0.06,0.05,0.35,0.23,0.31,4.35,10.0,6.34,1.58,0.79,16.59,27.11,28.13,0.85,0.28,11.19,15.06,25.1,22.79,20.56,17.75,13.8
691,0.15,0.21,0.2,0.27,0.17,7.86,1.0,1.88,8.11,12.33,16.34,4.15,20.93,10.69,6.19,11.31,18.06,13.61,22.09,33.93,27.38,2.99
692,0.27,0.12,0.27,0.21,0.13,3.12,3.33,8.38,3.35,16.35,0.76,12.07,4.56,4.84,5.73,30.35,25.34,21.66,36.21,2.74,37.39,2.0
693,0.03,0.24,0.16,0.22,0.35,5.67,3.33,9.1,7.06,12.89,2.38,2.99,14.63,22.21,22.77,0.05,22.08,17.14,36.95,5.28,12.32,28.31
694,0.25,0.18,0.09,0.25,0.23,6.89,6.67,5.15,3.88,17.21,15.59,19.49,5.21,2.98,0.66,23.45,15.41,1.42,25.34,20.23,28.82,24.19
695,0.16,0.22,0.3,0.16,0.16,4.83,3.33,1.71,4.51,16.89,14.35,10.67,12.62,4.34,11.29,19.23,10.61,7.41,23.39,23.21,4.02,41.97
696,0.28,0.21,0.26,0.03,0.22,2.2,1.0,6.03,2.57,19.6,17.8,6.08,16.77,1.52,3.24,15.57,19.42,28.58,24.13,4.77,14.96,27.56
697,0.33,0.12,0.2,0.26,0.09,1.98,1.0,3.54,9.45,13.26,18.86,0.91,6.16,14.9,9.88,22.78,13.25,13.99,49.85,4.79,25.56,5.81
698,0.23,0.1,0.2,0.36,0.11,1.58,1.0,1.58,5.51,23.55,4.21,4.93,17.3,8.42,15.19,22.56,3.84,26.89,16.88,11.86,16.39,27.98
699,0.3,0.21,0.24,0.16,0.09,1.64,10.0,7.42,6.0,18.83,3.38,7.96,17.91,10.76,18.84,13.2,9.12,17.94,28.02,41.86,6.31,5.87
700,0.06,0.11,0.29,0.09,0.45,1.35,6.67,2.89,9.26,15.54,16.05,1.02,16.49,18.69,13.75,18.03,0.43,22.11,22.11,15.23,20.44,20.11
701,0.23,0.1,0.21,0.29,0.17,5.67,3.33,5.87,7.75,4.92,14.69,5.3,20.99,19.11,3.91,17.62,13.46,9.02,16.11,15.48,36.41,22.98
702,0.24,0.05,0.08,0.29,0.34,2.63,6.67,3.37,7.25,7.88,11.82,21.26,6.22,11.18,13.04,10.69,17.91,37.3,12.53,2.48,40.63,7.06
703,0.12,0.39,0.2,0.17,0.12,2.26,1.0,2.49,1.2,24.63,32.69,1.75,3.43,7.44,19.17,6.35,4.54,26.7,2.95,9.51,31.4,29.44
704,0.2,0.25,0.26,0.13,0.16,8.09,6.67,8.27,8.12,12.08,19.28,15.91,18.88,0.87,9.29,19.26,4.43,29.45,35.93,0.04,34.55,0.03
705,0.2,0.17,0.31,0.15,0.17,4.32,3.33,4.67,7.82,2.68,21.92,0.69,24.87,19.29,8.16,19.27,3.12,19.87,10.44,20.6,35.64,13.45
706,0.01,0.14,0.36,0.35,0.14,3.52,6.67,7.35,7.94,15.62,11.46,23.75,22.91,9.18,13.98,2.94,0.16,8.55,17.62,26.49,25.12,22.22
707,0.08,0.07,0.31,0.27,0.27,4.9,1.0,7.16,2.98,18.18,10.81,12.28,4.53,8.53,15.08,16.22,14.37,35.21,17.96,4.07,39.75,3.01
708,0.14,0.19,0.34,0.13,0.2,3.5,10.0,1.57,5.91,21.76,8.07,15.93,10.5,6.64,6.28,24.17,6.65,16.48,8.94,17.29,27.62,29.67
709,0.08,0.45,0.14,0.29,0.04,6.16,10.0,2.44,7.64,4.29,6.47,18.34,9.08,12.5,18.05,16.24,15.03,18.41,24.81,19.07,22.77,14.94
710,0.11,0.41,0.14,0.02,0.32,7.02,1.0,4.15,5.52,19.16,16.9,1.45,12.71,13.04,3.57,17.07,16.1,33.5,25.21,1.47,31.61,8.21
711,0.19,0.36,0.29,0.08,0.08,5.39,6.67,3.24,8.67,32.96,2.54,28.63,0.84,3.75,10.42,7.02,13.84,39.47,3.37,30.63,5.03,21.5
712,0.27,0.27,0.09,0.23,0.14,1.44,3.33,6.84,2.05,7.55,2.99,21.76,5.18,19.23,15.99,3.18,24.12,9.73,10.54,54.53,12.91,12.29
713,0.39,0.22,0.03,0.27,0.09,8.56,10.0,6.84,9.66,20.25,13.23,20.59,5.01,5.38,7.94,13.92,13.68,10.25,20.61,11.24,2.64,55.26
714,0.27,0.19,0.25,0.27,0.02,9.32,10.0,9.73,9.56,12.5,9.45,18.77,20.48,10.23,4.43,17.62,6.52,23.4,13.24,12.02,26.49,24.85
715,0.08,0.25,0.08,0.27,0.32,9.45,6.67,2.39,2.08,13.04,6.31,12.79,13.19,11.19,15.06,14.01,14.41,40.42,5.99,37.68,8.64,7.27
716,0.16,0.23,0.22,0.21,0.18,7.04,6.67,2.16,5.48,14.59,6.23,21.93,21.88,11.02,18.58,5.28,0.49,18.77,41.29,2.35,15.08,22.51
717,0.16,0.27,0.16,0.25,0.16,1.42,6.67,5.2,2.96,26.85,2.77,5.2,0.17,22.73,14.53,1.33,26.42,34.74,8.68,34.39,11.86,10.33
718,0.13,0.3,0.1,0.12,0.35,2.11,1.0,2.03,5.43,8.6,14.74,7.84,17.92,17.66,12.22,20.82,0.2,3.28,19.65,26.08,31.07,19.92
719,0.01,0.33,0.21,0.41,0.04,9.81,6.67,3.01,5.35,22.75,1.49,25.95,4.73,18.21,1.86,12.11,12.9,3.25,15.01,33.11,18.16,30.47
720,0.23,0.17,0.39,0.21,0.0,8.98,10.0,3.01,9.97,26.04,5.7,6.29,9.24,14.31,7.7,16.66,14.06,1.15,20.93,41.0,2.82,34.1
721,0.19,0.36,0.2,0.0,0.25,3.26,10.0,3.98,4.67,22.63,22.06,17.4,1.46,14.03,7.44,10.08,4.9,19.21,11.36,15.43,1.85,52.15
722,0.06,0.12,0.41,0.29,0.12,3.55,6.67,9.08,6.41,20.07,7.32,16.38,6.13,12.32,15.03,21.83,0.92,20.8,18.88,21.7,21.68,16.94
723,0.14,0.54,0.06,0.14,0.12,7.54,1.0,6.05,3.74,10.72,2.25,9.19,13.12,13.01,20.71,25.64,5.36,25.82,17.09,11.19,32.24,13.66
724,0.22,0.16,0.31,0.06,0.25,3.41,1.0,1.39,9.46,20.9,21.45,3.78,6.78,6.89,3.25,17.63,19.32,32.49,28.57,0.67,22.28,15.99
725,0.17,0.19,0.15,0.21,0.28,8.66,1.0,1.09,8.39,0.32,13.93,16.73,22.57,11.52,9.58,24.13,1.22,25.55,30.52,38.06,4.89,0.98
726,0.37,0.15,0.02,0.09,0.37,5.63,10.0,7.8,7.54,6.01,7.8,14.74,23.33,8.14,12.66,0.82,26.5,26.87,2.36,42.21,28.48,0.08
727,0.22,0.36,0.15,0.2,0.07,8.11,6.67,1.35,5.81,7.56,10.83,11.84,16.48,18.54,7.47,18.74,8.54,22.9,22.37,14.25,13.9,26.58
728,0.24,0.16,0.13,0.33,0.14,4.62,6.67,7.8,1.16,12.87,10.59,1.75,14.21,19.84,9.13,21.3,10.31,31.71,14.61,3.48,12.43,37.77
729,0.1,0.32,0.18,0.06,0.34,1.77,6.67,2.36,6.87,5.15,4.41,24.5,12.49,2.59,24.87,15.61,10.38,29.61,15.43,24.11,5.54,25.31
730,0.4,0.21,0.17,0.04,0.18,5.83,6.67,3.66,2.48,11.25,0.15,18.47,6.76,16.35,18.62,20.32,8.08,15.2,35.17,20.63,28.81,0.19
731,0.02,0.41,0.44,0.08,0.05,9.67,6.67,4.39,8.59,16.47,17.16,9.67,7.44,17.07,2.53,18.49,11.17,25.5,23.05,12.78,13.98,24.69
732,0.16,0.32,0.17,0.17,0.18,6.09,6.67,5.15,4.54,7.76,15.54,10.28,11.98,18.14,11.37,7.22,17.71,7.79,0.89,19.24,53.07,19.01
733,0.04,0.42,0.4,0.12,0.02,4.45,3.33,9.05,6.8,7.96,17.02,11.27,12.39,4.29,7.49,20.93,18.65,30.54,18.85,3.57,6.79,40.25
734,0.19,0.37,0.13,0.2,0.11,7.87,3.33,2.43,7.01,5.73,14.9,7.79,6.21,16.26,23.62,4.73,20.76,30.23,11.83,4.6,23.78,29.56
735,0.16,0.19,0.23,0.2,0.22,3.25,1.0,9.6,2.22,18.27,3.08,26.63,4.7,19.06,8.91,7.36,11.99,17.32,17.58,20.71,35.25,9.14
736,0.12,0.21,0.4,0.1,0.17,3.48,6.67,3.84,1.09,25.63,25.55,3.9,4.27,2.2,13.2,5.5,19.75,15.42,11.15,6.21,28.54,38.68
737,0.18,0.22,0.31,0.04,0.25,5.86,10.0,2.86,8.66,22.06,7.99,8.72,7.02,7.28,17.14,21.75,8.04,21.3,30.93,27.27,17.98,2.52
738,0.33,0.0,0.16,0.21,0.3,9.61,10.0,8.8,8.24,23.7,7.44,20.88,13.76,0.18,14.11,15.91,4.02,44.53,0.28,9.22,2.59,43.38
739,0.1,0.15,0.26,0.3,0.19,5.51,1.0,7.49,4.39,24.14,22.13,14.4,7.62,8.49,1.24,21.06,0.92,15.02,16.46,9.18,31.87,27.47
740,0.15,0.08,0.41,0.34,0.02,8.22,3.33,9.54,2.8,21.44,3.04,5.53,8.68,22.25,8.94,10.92,19.2,33.13,14.93,23.16,22.71,6.07
741,0.18,0.24,0.12,0.25,0.21,7.24,3.33,5.3,9.62,17.66,16.55,16.08,16.32,4.28,4.24,17.73,7.14,30.99,3.64,35.05,27.67,2.65
742,0.27,0.24,0.19,0.04,0.26,4.12,1.0,5.4,4.04,17.43,0.55,21.14,16.96,0.98,16.24,4.13,22.57,26.29,11.49,25.07,18.72,18.43
743,0.33,0.08,0.26,0.26,0.07,4.78,3.33,2.25,2.55,7.48,24.37,10.6,4.97,4.53,20.14,4.19,23.72,22.92,14.25,4.0,28.0,30.83
744,0.06,0.03,0.19,0.35,0.37,2.07,1.0,9.35,7.09,10.1,10.25,20.86,6.13,15.33,10.23,11.4,15.7,29.68,13.6,19.89,15.12,21.71
745,0.21,0.01,0.23,0.2,0.35,9.8,1.0,8.9,1.78,0.54,8.19,14.85,5.38,25.96,17.94,18.17,8.97,16.06,28.6,1.3,40.12,13.92
746,0.16,0.07,0.41,0.32,0.04,6.48,6.67,1.68,1.87,1.5,22.47,23.3,15.38,16.51,11.54,3.67,5.63,46.36,6.64,3.84,2.26,40.9
747,0.1,0.18,0.18,0.43,0.11,2.27,6.67,3.29,4.1,3.09,7.42,23.4,10.84,37.35,15.06,2.76,0.08,23.37,25.22,25.4,0.09,25.92
748,0.24,0.5,0.04,0.16,0.06,1.41,10.0,1.11,5.09,4.25,10.04,15.23,24.1,11.75,3.1,3.67,27.86,19.09,7.17,23.34,38.1,12.3
749,0.26,0.36,0.03,0.25,0.1,9.23,3.33,9.19,4.31,23.36,3.49,0.62,2.03,21.85,23.34,18.42,6.89,9.08,29.11,15.2,32.41,14.2
750,0.02,0.3,0.21,0.21,0.26,9.57,3.33,7.36,3.1,17.57,19.5,12.79,20.98,6.24,8.54,0.57,13.81,26.48,24.4,11.37,19.46,18.29
751,0.25,0.27,0.11,0.08,0.29,4.62,6.67,3.88,9.45,6.42,8.14,18.84,15.76,16.63,7.4,11.97,14.84,27.25,4.36,5.85,34.73,27.81
752,0.25,0.14,0.18,0.23,0.2,9.69,1.0,5.71,1.73,14.86,16.2,15.23,4.91,17.12,8.66,14.96,8.06,25.92,22.01,9.11,30.98,11.98
753,0.26,0.21,0.12,0.27,0.14,5.84,1.0,7.08,5.69,20.65,28.8,8.28,23.37,5.5,7.07,2.02,4.31,6.34,18.46,21.89,39.13,14.18
754,0.22,0.14,0.12,0.36,0.16,3.43,6.67,3.58,8.54,5.06,3.12,14.37,18.74,19.3,9.65,16.4,13.36,21.88,25.74,7.78,25.99,18.61
755,0.1,0.0,0.34,0.37,0.19,1.71,6.67,6.21,5.84,18.85,19.37,4.61,7.72,10.13,13.66,1.9,23.76,14.57,41.52,2.12,12.83,28.96
756,0.08,0.07,0.3,0.24,0.31,6.24,6.67,4.18,2.5,2.88,2.03,9.11,28.82,4.41,26.56,24.21,1.98,16.06,25.14,21.55,11.74,25.51
757,0.17,0.34,0.27,0.01,0.21,1.98,3.33,7.4,3.75,16.08,14.95,19.19,21.75,17.69,1.03,2.27,7.04,31.12,5.87,22.63,14.09,26.29
